var_idx,iter_idx,seed,csv,isi_dist,iti_dist,isi_lo,isi_hi,iti_lo,iti_hi,isi_shape,iti_shape
549,0,24900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0549_iter0000_d000549.csv,uniform,uniform,0.6248851760233121,1.5903253001888176,0.9286456655688653,2.1537774590415455,0.25,0.25
550,0,25000000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0550_iter0000_d000550.csv,uniform,uniform,0.5208122773998165,2.228005317620841,1.7902326068872965,2.761183875229535,0.25,0.25
551,0,25100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0551_iter0000_d000551.csv,uniform,uniform,1.462871545018322,2.404448701486097,1.257277884543408,2.1502373258546075,0.25,0.25
552,0,25200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0552_iter0000_d000552.csv,uniform,uniform,0.5791907323394587,1.3843329429854165,0.6721508053323835,1.1730485449491104,0.25,0.25
553,0,25300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0553_iter0000_d000553.csv,uniform,uniform,1.3843688995365873,1.9159268623127605,0.6930700773700955,3.299538218993799,0.25,0.25
554,0,25400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0554_iter0000_d000554.csv,uniform,uniform,0.7379742279529973,1.2671362089026372,3.023762951650727,3.474610544325064,0.25,0.25
555,0,25500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0555_iter0000_d000555.csv,uniform,uniform,1.6612064666717299,2.3083367379822737,0.683013256712466,3.1178193862650785,0.25,0.25
556,0,25600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0556_iter0000_d000556.csv,uniform,uniform,1.1688464067284126,1.934294231639769,0.8518040344114122,1.5063445249616976,0.25,0.25
557,0,25700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0557_iter0000_d000557.csv,uniform,uniform,1.3355934926564776,2.1703447935330207,1.8485824111398061,3.015857417295952,0.25,0.25
558,0,25800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0558_iter0000_d000558.csv,uniform,uniform,1.9042295409399044,2.402937954895024,1.4857839646196582,2.299947735365856,0.25,0.25
559,0,25900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0559_iter0000_d000559.csv,uniform,uniform,0.9909546279278796,2.0129150950811194,2.5679680870325465,3.202658552437463,0.25,0.25
560,0,26000000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0560_iter0000_d000560.csv,uniform,uniform,0.565219723693783,1.253995544936371,0.7356958069048928,1.923821038436136,0.25,0.25
561,0,26100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0561_iter0000_d000561.csv,uniform,uniform,1.5950026529135082,2.293312025410376,2.221531733891426,3.020879130332522,0.25,0.25
562,0,26200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0562_iter0000_d000562.csv,uniform,uniform,0.6756488591217712,1.4976213666740286,1.8284972451957706,2.860643867877798,0.25,0.25
563,0,26300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0563_iter0000_d000563.csv,uniform,uniform,0.889858220612703,2.288590116743854,1.626614673566304,3.2722973225215406,0.25,0.25
564,0,26400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0564_iter0000_d000564.csv,uniform,uniform,0.9247882085304184,2.431766716700495,0.7908291006431853,2.967002924034658,0.25,0.25
565,0,26500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0565_iter0000_d000565.csv,uniform,uniform,0.532298324815551,1.3027786249302784,2.7634385912065027,3.2812704231686367,0.25,0.25
566,0,26600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0566_iter0000_d000566.csv,uniform,uniform,1.9919671888940578,2.4923747201609983,2.580500699923114,3.1862772035520464,0.25,0.25
567,0,26700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0567_iter0000_d000567.csv,uniform,uniform,1.873229605497564,2.3768873363116865,0.8280477072226324,3.163656476839426,0.25,0.25
568,0,26800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0568_iter0000_d000568.csv,uniform,uniform,1.8059947270750334,2.2458516813944067,2.7529689441439906,3.333065240412844,0.25,0.25
569,0,26900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0569_iter0000_d000569.csv,uniform,uniform,1.6897452136194817,2.1997657097450234,1.060199857936289,3.1905884582994375,0.25,0.25
570,0,27000000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0570_iter0000_d000570.csv,uniform,uniform,1.4603420768937556,1.9548230482564264,1.4512622242544375,3.26758702847466,0.25,0.25
571,0,27100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0571_iter0000_d000571.csv,uniform,uniform,1.2492537307426343,1.9358300749734187,1.3864800486984805,3.199524341951509,0.25,0.25
572,0,27200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0572_iter0000_d000572.csv,uniform,uniform,1.2268784440636638,2.4549063299490825,1.3117203923440908,3.064518738589996,0.25,0.25
573,0,27300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0573_iter0000_d000573.csv,uniform,uniform,0.9571287883050981,2.234669650305563,0.5457547388409927,1.2773493657936785,0.25,0.25
574,0,27400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0574_iter0000_d000574.csv,uniform,uniform,0.9148110504472463,2.3460344320230697,1.3384957785011413,2.590228060528899,0.25,0.25
575,0,27500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0575_iter0000_d000575.csv,uniform,uniform,0.671271232071582,1.880900801468251,0.7495857882527969,1.4824099354888949,0.25,0.25
576,0,27600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0576_iter0000_d000576.csv,uniform,uniform,1.781555832305722,2.2592276404003235,0.6592596488378475,2.5281579183614173,0.25,0.25
577,0,27700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0577_iter0000_d000577.csv,uniform,uniform,0.7344002496330878,1.2065267543928186,2.65943602297492,3.2344204661805254,0.25,0.25
578,0,27800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0578_iter0000_d000578.csv,uniform,uniform,1.8847601217147802,2.4449053643388576,1.022506477973867,1.598701395771659,0.25,0.25
579,0,27900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0579_iter0000_d000579.csv,uniform,uniform,0.7741716038511575,1.8299000300737047,1.4301451628887565,3.219434402064312,0.25,0.25
580,0,28000000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0580_iter0000_d000580.csv,uniform,uniform,1.2507853488857212,2.1218869222038728,1.5073758355892446,3.109648356191191,0.25,0.25
581,0,28100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0581_iter0000_d000581.csv,uniform,uniform,1.6023036660578784,2.343610042646049,2.5061454098462086,3.142859489048295,0.25,0.25
582,0,28200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0582_iter0000_d000582.csv,uniform,uniform,0.6905373459836195,2.2433839889815776,1.398358462458791,2.9754904640586313,0.25,0.25
583,0,28300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0583_iter0000_d000583.csv,uniform,uniform,2.0815454549993078,2.4944961485258372,2.857382900941265,3.260623039837043,0.25,0.25
584,0,28400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0584_iter0000_d000584.csv,uniform,uniform,1.465947951765472,1.9276556040870887,2.7685120401435452,3.4868226087526306,0.25,0.25
585,0,28500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0585_iter0000_d000585.csv,uniform,uniform,0.5546457240570927,1.1605817216676106,2.6651786913884288,3.36385154643958,0.25,0.25
586,0,28600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0586_iter0000_d000586.csv,uniform,uniform,2.070652442537615,2.4928541396043693,2.044894193763875,3.0138528817233246,0.25,0.25
587,0,28700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0587_iter0000_d000587.csv,uniform,uniform,0.5157877755320248,2.157516611669229,1.4984046446599877,2.069219913635528,0.25,0.25
588,0,28800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0588_iter0000_d000588.csv,uniform,uniform,1.3749356753803852,2.043182459673933,2.075230682876468,2.4923157667926152,0.25,0.25
589,0,28900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0589_iter0000_d000589.csv,uniform,uniform,0.7639617785201924,1.8851965338947838,2.0857592821823356,2.5691442300979817,0.25,0.25
590,0,29000000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0590_iter0000_d000590.csv,uniform,uniform,1.5182046007119068,2.407623194615738,1.2456374273710213,2.6123737112409513,0.25,0.25
591,0,29100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0591_iter0000_d000591.csv,uniform,uniform,1.9497908398770365,2.4553818237981058,1.0374780526920135,3.4308904067888326,0.25,0.25
592,0,29200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0592_iter0000_d000592.csv,uniform,uniform,1.0473200703398087,2.3149414377773643,1.6765454368810824,3.2007436771029507,0.25,0.25
593,0,29300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0593_iter0000_d000593.csv,uniform,uniform,1.9734762786091986,2.487692194202007,2.591966397701095,3.1560471944111486,0.25,0.25
594,0,29400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0594_iter0000_d000594.csv,uniform,uniform,1.9602074631420794,2.3816432191636316,1.1765069392189647,2.8197628805340873,0.25,0.25
595,0,29500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0595_iter0000_d000595.csv,uniform,uniform,1.6970897923871187,2.117370794699895,1.1990468472576943,2.3005616982308656,0.25,0.25
596,0,29600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0596_iter0000_d000596.csv,uniform,uniform,1.8555944389774717,2.256063051819727,2.8139885083693277,3.3097252946912126,0.25,0.25
597,0,29700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0597_iter0000_d000597.csv,uniform,uniform,1.4865176859885483,2.460590379098573,0.6601562167332213,2.3904894679247337,0.25,0.25
598,0,29800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0598_iter0000_d000598.csv,uniform,uniform,0.8555479872795658,2.1294612846763954,2.6263276571972445,3.142969208212956,0.25,0.25
599,0,29900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0599_iter0000_d000599.csv,uniform,uniform,1.8758313140311111,2.3156018585933267,1.748187899822525,2.3256573221839387,0.25,0.25
300,0,0,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0300_iter0000_d000600.csv,exponential,exponential,1.519138699714327,2.0758473610710073,0.6065311622341062,1.047742306386446,1.5,2.0
301,0,100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0301_iter0000_d000601.csv,exponential,exponential,1.801232382720436,2.473934191702334,2.0772530169946677,3.2233434238538177,1.5,2.0
302,0,200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0302_iter0000_d000602.csv,exponential,exponential,1.3697999863446766,2.4525898829632213,2.6212192407159836,3.0225303819067464,1.5,2.0
303,0,300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0303_iter0000_d000603.csv,exponential,exponential,1.8718468425401111,2.2795094975911594,2.3971041607178547,2.9205717655859162,1.5,2.0
304,0,400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0304_iter0000_d000604.csv,exponential,exponential,1.8810862757598186,2.3996195680161803,1.2792509153972005,2.4488582864661383,1.5,2.0
305,0,500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0305_iter0000_d000605.csv,exponential,exponential,0.5453114738327407,1.1385332578010858,2.243623478203439,3.1978613810686105,1.5,2.0
306,0,600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0306_iter0000_d000606.csv,exponential,exponential,1.4846161783700063,2.120725137985333,3.0927458330519486,3.4998609763479798,1.5,2.0
307,0,700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0307_iter0000_d000607.csv,exponential,exponential,1.5968671751691115,2.3241345882751934,2.289961499484444,3.005002826582852,1.5,2.0
308,0,800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0308_iter0000_d000608.csv,exponential,exponential,0.716154408035858,2.114582867266963,1.8659212384368873,2.6487841480117007,1.5,2.0
309,0,900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0309_iter0000_d000609.csv,exponential,exponential,1.2773365741308624,2.4090856832053307,2.928513141486249,3.389870315761197,1.5,2.0
310,0,1000000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0310_iter0000_d000610.csv,exponential,exponential,1.4144477291676174,2.0351060211311656,2.045180078519212,2.801615570876123,1.5,2.0
311,0,1100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0311_iter0000_d000611.csv,exponential,exponential,1.126590400845058,2.393192000967969,1.0906097431867874,2.742835919890167,1.5,2.0
312,0,1200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0312_iter0000_d000612.csv,exponential,exponential,0.6344245497318157,2.2547273713421125,2.5464555994705766,3.0789572142971724,1.5,2.0
313,0,1300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0313_iter0000_d000613.csv,exponential,exponential,1.9023747692971262,2.313949290687317,1.3739043574187169,2.033301090395337,1.5,2.0
314,0,1400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0314_iter0000_d000614.csv,exponential,exponential,1.220542986638859,2.320875951052713,1.0996697433837435,1.6037295258914255,1.5,2.0
315,0,1500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0315_iter0000_d000615.csv,exponential,exponential,1.1472829437144452,1.7364097071135864,0.7359579186097169,2.5078881002762605,1.5,2.0
316,0,1600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0316_iter0000_d000616.csv,exponential,exponential,0.9779138125102762,2.13194998312895,1.0187401543173547,3.379522341305705,1.5,2.0
317,0,1700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0317_iter0000_d000617.csv,exponential,exponential,1.0841762691917256,1.591340877667418,2.135681194003244,3.429753765592106,1.5,2.0
318,0,1800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0318_iter0000_d000618.csv,exponential,exponential,1.2046034475452543,2.459340484602014,1.7997291155878823,2.7526415156977384,1.5,2.0
319,0,1900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0319_iter0000_d000619.csv,exponential,exponential,1.4923415232246047,2.4970203498404206,2.96725355483819,3.428322911695442,1.5,2.0
320,0,2000000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0320_iter0000_d000620.csv,exponential,exponential,1.7123661524932663,2.305184025782302,1.8762116165116032,3.237847028956451,1.5,2.0
321,0,2100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0321_iter0000_d000621.csv,exponential,exponential,1.1634493589690733,2.2513304189544927,2.34897148277335,3.4489748871773314,1.5,2.0
322,0,2200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0322_iter0000_d000622.csv,exponential,exponential,0.6838922132494483,2.116256197200075,2.911302214423856,3.493947743063791,1.5,2.0
323,0,2300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0323_iter0000_d000623.csv,exponential,exponential,0.5235300879445909,2.2850327050615595,3.051107104172495,3.4979078817692413,1.5,2.0
324,0,2400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0324_iter0000_d000624.csv,exponential,exponential,0.7380224195719967,2.4627210580771437,2.813832444873354,3.4491691525014962,1.5,2.0
325,0,2500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0325_iter0000_d000625.csv,exponential,exponential,1.2679806780925316,1.8613194371204838,2.5848895046676006,3.4606095827280736,1.5,2.0
326,0,2600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0326_iter0000_d000626.csv,exponential,exponential,0.9258084356676681,1.9586206708260825,1.651157355333782,3.4000549456499627,1.5,2.0
327,0,2700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0327_iter0000_d000627.csv,exponential,exponential,0.5648171379014955,2.0885805044233723,2.0973704420673913,2.525810395551758,1.5,2.0
328,0,2800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0328_iter0000_d000628.csv,exponential,exponential,1.6507516365227846,2.0579358948404196,2.470672606126713,3.1933657171230303,1.5,2.0
329,0,2900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0329_iter0000_d000629.csv,exponential,exponential,1.98656675327521,2.394062705430302,2.6874249269921964,3.1149395622281744,1.5,2.0
330,0,3000000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0330_iter0000_d000630.csv,exponential,exponential,1.0508959660866002,1.9023241015608927,3.0117614100385826,3.461371955028232,1.5,2.0
331,0,3100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0331_iter0000_d000631.csv,exponential,exponential,0.9141833490734916,1.6007664349711201,2.8091076337138676,3.274811326217879,1.5,2.0
332,0,3200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0332_iter0000_d000632.csv,exponential,exponential,0.6992875293364536,1.5031560163528284,2.0239199685131055,3.0201656935383046,1.5,2.0
333,0,3300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0333_iter0000_d000633.csv,exponential,exponential,1.7955372414604445,2.3661812959033313,1.2498951575211472,2.4137966805568745,1.5,2.0
334,0,3400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0334_iter0000_d000634.csv,exponential,exponential,1.8089935535534567,2.391310972858024,2.99360187101335,3.43290580919292,1.5,2.0
335,0,3500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0335_iter0000_d000635.csv,exponential,exponential,1.3841784168340596,2.209322179113365,2.7055571415151562,3.162938139751356,1.5,2.0
336,0,3600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0336_iter0000_d000636.csv,exponential,exponential,1.1504165387970027,2.4144985191649724,0.6119739102773308,3.058888599547595,1.5,2.0
337,0,3700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0337_iter0000_d000637.csv,exponential,exponential,1.1646144597939596,2.340801108828443,0.525881858098959,1.865553795415793,1.5,2.0
338,0,3800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0338_iter0000_d000638.csv,exponential,exponential,0.6258080594650238,1.987887208176144,1.2120076563588489,2.9386093860081264,1.5,2.0
339,0,3900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0339_iter0000_d000639.csv,exponential,exponential,2.0100822831073453,2.421485387405619,2.748423568042013,3.1693297622910688,1.5,2.0
340,0,4000000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0340_iter0000_d000640.csv,exponential,exponential,1.1092328132974232,1.9350388508090626,1.771008821767007,3.468718633496915,1.5,2.0
341,0,4100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0341_iter0000_d000641.csv,exponential,exponential,1.7411059009629255,2.2519529858870215,1.2015756423020805,3.2401440615562835,1.5,2.0
342,0,4200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0342_iter0000_d000642.csv,exponential,exponential,1.9100914763803039,2.4070789948510716,1.3951689005020458,3.4913349370768123,1.5,2.0
343,0,4300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0343_iter0000_d000643.csv,exponential,exponential,1.0055096725883204,1.6054866040218208,2.7882551153905815,3.4414965203389203,1.5,2.0
344,0,4400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0344_iter0000_d000644.csv,exponential,exponential,1.568623048914162,2.477901962447435,2.9068579007574886,3.4513761874402564,1.5,2.0
345,0,4500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0345_iter0000_d000645.csv,exponential,exponential,1.8771222552762845,2.3322057633750934,0.8672410479426822,2.7633276404326867,1.5,2.0
346,0,4600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0346_iter0000_d000646.csv,exponential,exponential,1.6433896586476044,2.119667753482795,1.5284489100726777,3.3589623515821483,1.5,2.0
347,0,4700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0347_iter0000_d000647.csv,exponential,exponential,1.398241228080357,2.204093529496041,1.0047374095160633,2.5068921488073377,1.5,2.0
348,0,4800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0348_iter0000_d000648.csv,exponential,exponential,1.337495563831872,1.805309384053107,3.053051002129436,3.4798774529584837,1.5,2.0
349,0,4900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0349_iter0000_d000649.csv,exponential,exponential,0.5102542122628962,2.1385700253093956,3.0434908559843787,3.476823906365266,1.5,2.0
350,0,5000000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0350_iter0000_d000650.csv,exponential,exponential,1.011490618052264,1.615594525809547,2.24856924818386,2.8146896871368288,1.5,2.0
351,0,5100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0351_iter0000_d000651.csv,exponential,exponential,1.4243006280285748,2.2312332612848764,3.0023000421233905,3.4093603555216014,1.5,2.0
352,0,5200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0352_iter0000_d000652.csv,exponential,exponential,1.2999565178537895,2.295266856235297,0.960789525234113,2.1909459427757207,1.5,2.0
353,0,5300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0353_iter0000_d000653.csv,exponential,exponential,0.6006327975279542,2.088994757575433,0.7281965055746656,2.065276400076568,1.5,2.0
354,0,5400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0354_iter0000_d000654.csv,exponential,exponential,1.8976362097931716,2.3932126960538653,2.8728170274663025,3.4468203549886614,1.5,2.0
355,0,5500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0355_iter0000_d000655.csv,exponential,exponential,1.9645183361788254,2.3817791078205954,0.6912635538596433,1.2606609639523272,1.5,2.0
356,0,5600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0356_iter0000_d000656.csv,exponential,exponential,1.890166870955711,2.4232157587552328,1.7910864038770178,2.4051506048929903,1.5,2.0
357,0,5700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0357_iter0000_d000657.csv,exponential,exponential,1.577973500363638,2.1439870041642792,2.3482876444914567,3.0943424331252234,1.5,2.0
358,0,5800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0358_iter0000_d000658.csv,exponential,exponential,1.3119517768712434,2.3342464542019123,0.7411382363607899,2.506349540231657,1.5,2.0
359,0,5900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0359_iter0000_d000659.csv,exponential,exponential,0.8155759156733897,2.2535662231322133,1.770999693936076,3.484976094585882,1.5,2.0
360,0,6000000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0360_iter0000_d000660.csv,exponential,exponential,0.79270931948115,2.451655266526881,2.5823842951823837,3.2314922863180673,1.5,2.0
361,0,6100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0361_iter0000_d000661.csv,exponential,exponential,1.801654502687417,2.381511759125924,2.2033147663775887,3.422607781394503,1.5,2.0
362,0,6200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0362_iter0000_d000662.csv,exponential,exponential,0.6044326662580662,2.2532137481580974,1.492718427912221,2.415961897544846,1.5,2.0
363,0,6300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0363_iter0000_d000663.csv,exponential,exponential,2.090442833935975,2.497908801291958,1.7623913608269282,2.7277027550445774,1.5,2.0
364,0,6400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0364_iter0000_d000664.csv,exponential,exponential,1.9040462493948738,2.321057949213687,2.3418887679760516,3.3401557520105554,1.5,2.0
365,0,6500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0365_iter0000_d000665.csv,exponential,exponential,1.7787142075457838,2.2822603533012944,2.5712618751397422,3.090401612974765,1.5,2.0
366,0,6600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0366_iter0000_d000666.csv,exponential,exponential,1.0796927207753106,1.9056180683560442,1.907665957438428,2.4419390645200774,1.5,2.0
367,0,6700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0367_iter0000_d000667.csv,exponential,exponential,1.15111648102289,1.5514018009096686,2.435389888503238,3.401555233514653,1.5,2.0
368,0,6800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0368_iter0000_d000668.csv,exponential,exponential,0.7222906865923161,2.0919028955549748,2.6348680298260607,3.4915477720159926,1.5,2.0
369,0,6900000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0369_iter0000_d000669.csv,exponential,exponential,1.850064899789963,2.356063996729139,3.047190642125107,3.4986261331255197,1.5,2.0
370,0,7000000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0370_iter0000_d000670.csv,exponential,exponential,1.3058831667209265,2.3042077459862567,2.8759779359502238,3.382645385803921,1.5,2.0
371,0,7100000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0371_iter0000_d000671.csv,exponential,exponential,1.882057985755336,2.434959252173601,1.2642030655338499,3.073456749505492,1.5,2.0
372,0,7200000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0372_iter0000_d000672.csv,exponential,exponential,1.4130956573751985,1.8775583008028272,1.517589108392127,2.034277691151017,1.5,2.0
373,0,7300000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0373_iter0000_d000673.csv,exponential,exponential,1.2618671411471931,2.0210402680516832,1.601717351723163,2.8801609981868093,1.5,2.0
374,0,7400000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0374_iter0000_d000674.csv,exponential,exponential,0.6963050562817175,2.40703175378947,2.278531164995086,3.3552418777727615,1.5,2.0
375,0,7500000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0375_iter0000_d000675.csv,exponential,exponential,1.9348819716220158,2.4311986276833735,0.6045673743519618,2.780034807974123,1.5,2.0
376,0,7600000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0376_iter0000_d000676.csv,exponential,exponential,1.410441366821373,2.379987300005209,1.8836172310332948,3.2728333355982144,1.5,2.0
377,0,7700000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0377_iter0000_d000677.csv,exponential,exponential,2.0952164689159867,2.4968933587528155,0.9446557440537526,2.1888497732556207,1.5,2.0
378,0,7800000,design_optimisation\optim_out_gui_hrf_noise\candidate_bank\designs\var0378_iter0000_d000678.csv,exponential,exponential,1.7048799837850823,2.2784281264629973,2.0297882845159583,2.566088813232676,1.5,2.0
